,Unnamed: 0,Home,Away,H_W_PCT,H_FG_PCT,H_FG3_PCT,H_FT_PCT,H_REB,H_AST,H_TOV,H_STL,H_BLK,H_PLUS_MINUS,H_OFF_RATING,H_DEF_RATING,H_TS_PCT,A_W_PCT,A_FG_PCT,A_FG3_PCT,A_FT_PCT,A_REB,A_AST,A_TOV,A_STL,A_BLK,A_PLUS_MINUS,A_OFF_RATING,A_DEF_RATING,A_TS_PCT,Result,Date
557,557,Toronto Raptors,Boston Celtics,0.385,0.483,0.361,0.74,43.8,29.6,13.4,7.3,5.0,-1.6,115.5,116.9,0.579,0.769,0.48,0.378,0.803,47.0,25.6,12.9,6.6,6.4,9.7,120.8,111.1,0.604,0,01/15/2024
558,558,Brooklyn Nets,Miami Heat,0.421,0.459,0.367,0.756,47.0,26.2,12.9,6.5,5.5,-1.9,115.3,117.0,0.565,0.59,0.469,0.385,0.82,42.3,26.6,13.5,7.6,3.3,1.3,114.6,113.1,0.586,0,01/15/2024
559,559,Utah Jazz,Indiana Pacers,0.512,0.466,0.355,0.822,45.8,27.5,15.9,7.0,5.8,-2.0,114.4,116.7,0.578,0.59,0.511,0.383,0.797,39.4,30.1,13.2,7.7,6.0,2.8,122.0,119.3,0.618,1,01/15/2024
560,560,Los Angeles Lakers,Oklahoma City Thunder,0.475,0.486,0.358,0.77,42.3,27.2,14.0,7.6,5.5,-1.6,112.2,114.0,0.585,0.711,0.507,0.392,0.838,40.5,26.9,12.3,8.0,6.3,9.0,120.2,111.0,0.618,1,01/15/2024
561,561,Philadelphia 76ers,Denver Nuggets,0.658,0.474,0.371,0.84,43.7,25.4,12.5,9.1,6.1,8.1,119.3,111.0,0.59,0.683,0.498,0.378,0.751,44.6,30.3,12.9,7.3,5.4,5.3,118.6,113.0,0.592,1,01/16/2024
562,562,Phoenix Suns,Sacramento Kings,0.538,0.483,0.374,0.821,43.7,26.2,14.8,7.3,6.2,1.5,117.0,115.5,0.597,0.59,0.475,0.369,0.733,43.4,28.4,13.4,6.8,3.9,0.5,116.4,115.9,0.584,1,01/16/2024
563,563,LA Clippers,Oklahoma City Thunder,0.641,0.492,0.394,0.812,43.8,26.1,13.5,8.3,5.3,5.6,119.0,113.7,0.604,0.692,0.505,0.389,0.839,40.5,26.8,12.3,8.1,6.3,8.6,119.8,111.1,0.615,1,01/16/2024
564,564,Cleveland Cavaliers,Milwaukee Bucks,0.605,0.472,0.352,0.769,45.4,26.7,14.2,8.0,4.6,2.4,114.1,111.7,0.576,0.7,0.502,0.383,0.781,43.0,26.0,12.8,6.3,5.3,4.9,121.1,116.3,0.617,1,01/17/2024
565,565,Toronto Raptors,Miami Heat,0.375,0.481,0.356,0.74,44.0,29.4,13.3,7.3,4.9,-1.8,115.0,116.6,0.576,0.6,0.466,0.382,0.821,42.6,26.5,13.5,7.6,3.4,1.3,114.1,112.6,0.584,1,01/17/2024
566,566,Atlanta Hawks,Orlando Magic,0.41,0.465,0.362,0.811,43.6,25.0,13.5,7.9,4.5,-2.1,117.4,119.6,0.58,0.55,0.468,0.342,0.754,43.9,24.8,14.8,8.1,5.5,1.0,112.2,111.1,0.568,1,01/17/2024
567,567,New York Knicks,Houston Rockets,0.575,0.465,0.374,0.776,46.7,24.5,13.9,7.7,3.7,3.9,117.4,113.4,0.576,0.487,0.462,0.358,0.779,45.3,24.8,13.0,7.2,4.2,1.0,113.3,112.5,0.568,1,01/17/2024
568,568,Detroit Pistons,Minnesota Timberwolves,0.1,0.471,0.345,0.779,42.7,25.9,15.8,6.0,5.0,-10.6,109.9,120.6,0.566,0.718,0.488,0.383,0.787,44.5,26.3,15.5,7.8,6.0,5.8,114.0,108.4,0.598,0,01/17/2024
569,569,Boston Celtics,San Antonio Spurs,0.775,0.478,0.379,0.807,47.2,25.5,12.9,6.5,6.4,9.7,120.5,110.6,0.603,0.179,0.456,0.346,0.786,41.7,28.0,14.3,7.0,5.7,-8.8,108.5,117.5,0.559,1,01/17/2024
570,570,New Orleans Pelicans,Charlotte Hornets,0.585,0.487,0.381,0.766,44.3,26.9,13.4,8.3,4.8,4.5,116.9,112.3,0.591,0.216,0.456,0.355,0.792,41.6,24.8,14.0,6.7,4.8,-11.8,108.9,120.8,0.553,1,01/17/2024
571,571,Los Angeles Lakers,Dallas Mavericks,0.488,0.487,0.357,0.772,42.4,27.3,14.1,7.6,5.5,-1.4,112.2,113.7,0.586,0.585,0.472,0.371,0.758,41.5,25.0,12.0,6.8,4.4,1.5,117.7,116.2,0.588,1,01/17/2024
572,572,Portland Trail Blazers,Brooklyn Nets,0.256,0.431,0.355,0.779,41.4,22.2,15.2,8.3,4.6,-9.8,107.1,117.0,0.536,0.41,0.456,0.361,0.759,47.0,26.2,12.8,6.5,5.6,-1.8,114.7,116.4,0.561,1,01/17/2024
573,573,Toronto Raptors,Chicago Bulls,0.39,0.482,0.36,0.738,44.1,29.6,13.3,7.4,4.9,-1.2,115.3,116.3,0.577,0.452,0.458,0.36,0.787,44.1,24.4,12.6,7.9,5.0,-2.4,112.0,114.6,0.559,0,01/18/2024
574,574,New York Knicks,Washington Wizards,0.585,0.465,0.373,0.777,46.9,24.5,13.9,7.6,3.8,4.2,117.3,113.1,0.576,0.179,0.478,0.356,0.767,38.4,26.8,13.2,7.5,5.3,-9.5,111.9,121.1,0.577,1,01/18/2024
575,575,Minnesota Timberwolves,Memphis Grizzlies,0.725,0.489,0.386,0.785,44.4,26.4,15.4,7.8,6.0,5.9,114.2,108.6,0.598,0.375,0.438,0.34,0.776,42.5,24.6,14.5,7.6,6.3,-5.0,108.0,113.0,0.549,1,01/18/2024
576,576,Utah Jazz,Oklahoma City Thunder,0.524,0.468,0.356,0.824,45.8,27.5,15.9,7.0,5.9,-1.4,114.7,116.4,0.581,0.675,0.505,0.391,0.839,40.5,26.9,12.3,8.0,6.2,8.1,119.9,111.7,0.616,0,01/18/2024
577,577,Sacramento Kings,Indiana Pacers,0.575,0.476,0.371,0.731,43.0,28.5,13.4,6.8,3.9,0.4,116.4,115.9,0.585,0.575,0.508,0.381,0.797,39.5,30.0,13.2,7.8,6.0,2.1,121.6,119.5,0.614,0,01/18/2024
578,578,Charlotte Hornets,San Antonio Spurs,0.211,0.455,0.357,0.793,41.6,24.9,14.1,6.7,4.9,-12.0,109.1,121.2,0.554,0.175,0.455,0.343,0.786,41.7,28.0,14.2,6.9,5.6,-9.1,108.3,117.5,0.557,1,01/19/2024
579,579,Orlando Magic,Philadelphia 76ers,0.537,0.467,0.34,0.753,43.9,24.6,14.8,8.3,5.6,0.9,112.1,111.1,0.568,0.667,0.476,0.373,0.837,43.5,25.5,12.4,9.0,6.2,8.0,119.7,111.5,0.592,0,01/19/2024
580,580,Boston Celtics,Denver Nuggets,0.78,0.478,0.381,0.806,47.3,25.4,12.9,6.4,6.4,10.0,120.4,110.4,0.602,0.667,0.499,0.379,0.752,44.8,30.1,12.9,7.3,5.4,5.1,118.9,113.5,0.592,0,01/19/2024
581,581,New Orleans Pelicans,Phoenix Suns,0.595,0.487,0.387,0.767,44.5,27.0,13.4,8.4,4.8,4.9,117.4,112.4,0.593,0.55,0.483,0.376,0.823,43.7,26.3,14.9,7.3,6.2,1.5,117.0,115.4,0.598,0,01/19/2024
582,582,Miami Heat,Atlanta Hawks,0.585,0.466,0.379,0.821,42.5,26.5,13.5,7.5,3.4,0.7,113.8,113.0,0.582,0.425,0.466,0.361,0.814,43.5,24.9,13.7,7.9,4.5,-2.0,117.3,119.3,0.58,0,01/19/2024
583,583,Portland Trail Blazers,Indiana Pacers,0.275,0.432,0.354,0.781,41.5,22.2,15.2,8.1,4.6,-9.5,107.3,117.0,0.537,0.585,0.509,0.381,0.797,39.3,30.1,13.2,7.7,6.0,2.1,121.7,119.6,0.615,1,01/19/2024
584,584,Los Angeles Lakers,Brooklyn Nets,0.5,0.488,0.359,0.771,42.4,27.4,14.0,7.6,5.4,-1.0,112.6,113.6,0.587,0.4,0.456,0.362,0.756,46.8,26.3,12.8,6.6,5.5,-1.8,114.7,116.5,0.562,0,01/19/2024
585,585,Detroit Pistons,Milwaukee Bucks,0.098,0.472,0.346,0.777,42.7,26.0,15.7,6.0,5.1,-10.6,110.1,120.6,0.566,0.683,0.499,0.381,0.78,42.9,25.8,12.7,6.3,5.3,3.8,120.5,116.8,0.614,0,01/20/2024
586,586,Charlotte Hornets,Philadelphia 76ers,0.231,0.458,0.362,0.795,41.6,24.9,14.2,6.7,4.9,-11.6,109.6,121.3,0.557,0.675,0.477,0.375,0.84,43.5,25.4,12.3,9.1,6.1,8.2,120.0,111.6,0.593,0,01/20/2024
587,587,Washington Wizards,San Antonio Spurs,0.175,0.478,0.356,0.767,38.6,26.9,13.2,7.5,5.2,-9.3,111.7,120.9,0.577,0.171,0.458,0.345,0.783,41.6,28.2,14.2,7.0,5.6,-9.0,108.7,117.8,0.56,0,01/20/2024
588,588,Atlanta Hawks,Cleveland Cavaliers,0.439,0.466,0.363,0.814,43.4,24.9,13.8,7.9,4.4,-1.9,117.2,119.1,0.58,0.615,0.476,0.354,0.767,45.6,26.9,14.1,7.9,4.5,3.3,114.7,111.2,0.579,0,01/20/2024
589,589,New York Knicks,Toronto Raptors,0.595,0.465,0.373,0.779,46.9,24.4,14.0,7.6,3.8,4.1,117.1,112.8,0.576,0.381,0.482,0.358,0.739,44.0,29.6,13.3,7.4,4.9,-1.3,115.3,116.4,0.577,1,01/20/2024
590,590,Chicago Bulls,Memphis Grizzlies,0.465,0.46,0.358,0.787,44.1,24.6,12.6,7.9,5.0,-2.2,112.1,114.6,0.559,0.366,0.439,0.342,0.773,42.3,24.6,14.5,7.7,6.3,-5.2,108.0,113.2,0.549,1,01/20/2024
591,591,Houston Rockets,Utah Jazz,0.475,0.461,0.356,0.78,45.1,24.8,13.0,7.2,4.3,0.6,113.0,112.5,0.567,0.512,0.468,0.357,0.825,45.6,27.6,15.8,7.0,5.8,-1.4,114.9,116.6,0.581,1,01/20/2024
592,592,Minnesota Timberwolves,Oklahoma City Thunder,0.732,0.49,0.387,0.785,44.3,26.5,15.4,7.8,6.0,6.1,114.4,108.6,0.599,0.683,0.506,0.392,0.84,40.4,27.1,12.4,8.0,6.3,8.0,120.1,112.0,0.618,0,01/20/2024
593,593,LA Clippers,Brooklyn Nets,0.65,0.493,0.396,0.807,43.7,26.2,13.4,8.3,5.4,5.7,119.4,114.0,0.605,0.415,0.458,0.363,0.757,46.6,26.4,12.7,6.7,5.5,-1.4,115.1,116.3,0.564,1,01/21/2024
594,594,Orlando Magic,Miami Heat,0.524,0.468,0.342,0.758,43.7,24.7,14.8,8.2,5.6,0.5,112.2,111.5,0.568,0.571,0.466,0.379,0.822,42.6,26.4,13.7,7.5,3.4,0.6,113.8,113.0,0.582,1,01/21/2024
595,595,Washington Wizards,Denver Nuggets,0.171,0.477,0.355,0.769,38.7,26.9,13.1,7.6,5.2,-9.2,111.9,120.9,0.576,0.674,0.499,0.376,0.752,45.0,30.0,12.9,7.1,5.3,5.0,118.9,113.6,0.592,0,01/21/2024
596,596,Houston Rockets,Boston Celtics,0.488,0.46,0.356,0.777,45.3,24.8,12.8,7.3,4.5,0.6,113.1,112.6,0.565,0.762,0.477,0.38,0.805,47.3,25.4,12.7,6.4,6.3,9.7,120.3,110.6,0.601,0,01/21/2024
597,597,Phoenix Suns,Indiana Pacers,0.561,0.484,0.376,0.822,43.8,26.4,14.8,7.3,6.1,1.8,117.1,115.2,0.598,0.571,0.507,0.383,0.793,39.3,30.2,13.2,7.6,6.0,2.0,121.4,119.5,0.614,1,01/21/2024
598,598,Los Angeles Lakers,Portland Trail Blazers,0.488,0.487,0.359,0.772,42.5,27.5,14.0,7.6,5.4,-1.4,112.5,114.0,0.586,0.293,0.434,0.354,0.784,41.6,22.1,15.1,8.0,4.7,-9.2,107.6,116.8,0.538,1,01/21/2024
599,599,Orlando Magic,Cleveland Cavaliers,0.535,0.468,0.341,0.758,43.8,24.6,14.8,8.2,5.6,0.9,112.3,111.2,0.569,0.625,0.476,0.354,0.77,45.7,27.0,14.1,7.9,4.6,3.8,114.7,110.8,0.58,0,01/22/2024
600,600,Detroit Pistons,Milwaukee Bucks,0.095,0.472,0.353,0.778,42.5,26.0,15.5,6.0,5.0,-10.4,110.4,120.8,0.568,0.69,0.5,0.38,0.777,42.9,25.9,12.6,6.3,5.3,3.9,120.7,116.9,0.615,0,01/22/2024
601,601,Philadelphia 76ers,San Antonio Spurs,0.683,0.475,0.371,0.839,43.6,25.3,12.2,9.0,6.1,8.2,119.5,111.1,0.591,0.19,0.46,0.346,0.782,41.7,28.4,14.2,7.0,5.7,-8.6,109.0,117.8,0.561,1,01/22/2024
602,602,Dallas Mavericks,Boston Celtics,0.571,0.472,0.368,0.76,41.6,25.0,12.1,6.7,4.4,1.1,117.5,116.5,0.587,0.767,0.476,0.379,0.803,47.4,25.5,12.8,6.5,6.4,9.7,120.1,110.3,0.599,0,01/22/2024
603,603,Phoenix Suns,Chicago Bulls,0.571,0.486,0.375,0.822,43.8,26.4,14.8,7.3,6.1,1.9,117.1,115.2,0.599,0.477,0.461,0.359,0.788,44.3,24.8,12.6,8.0,5.0,-1.5,112.5,114.2,0.561,1,01/22/2024
604,604,Toronto Raptors,Memphis Grizzlies,0.372,0.481,0.357,0.735,43.6,29.6,13.2,7.4,4.9,-1.9,114.9,116.5,0.575,0.357,0.439,0.341,0.775,42.1,24.7,14.6,7.6,6.2,-5.8,107.7,113.6,0.55,0,01/22/2024
605,605,Sacramento Kings,Atlanta Hawks,0.561,0.477,0.372,0.725,42.9,28.5,13.4,6.8,4.0,0.3,116.5,116.2,0.585,0.429,0.464,0.361,0.812,43.5,24.9,13.7,7.8,4.4,-2.3,116.7,119.0,0.578,1,01/22/2024
606,606,Minnesota Timberwolves,Charlotte Hornets,0.714,0.488,0.386,0.783,44.5,26.4,15.5,7.7,6.1,5.8,114.0,108.5,0.598,0.225,0.457,0.359,0.793,41.8,24.9,14.3,6.6,4.9,-11.6,109.1,120.7,0.555,0,01/22/2024
607,607,Indiana Pacers,Denver Nuggets,0.558,0.505,0.384,0.789,39.3,30.1,13.2,7.6,5.9,1.8,121.2,119.5,0.612,0.682,0.499,0.376,0.75,45.1,30.0,12.9,7.2,5.5,5.1,118.7,113.4,0.592,0,01/23/2024
608,608,Brooklyn Nets,New York Knicks,0.405,0.459,0.363,0.757,46.4,26.5,12.7,6.7,5.5,-1.6,115.0,116.5,0.565,0.605,0.466,0.372,0.779,47.2,24.5,14.2,7.5,3.9,4.7,117.3,112.5,0.578,0,01/23/2024
609,609,New Orleans Pelicans,Utah Jazz,0.581,0.486,0.382,0.767,44.4,27.0,13.3,8.3,4.8,4.4,117.2,112.6,0.591,0.5,0.468,0.356,0.824,45.8,27.6,15.8,6.9,5.9,-1.4,114.9,116.7,0.581,1,01/23/2024
610,610,Oklahoma City Thunder,Portland Trail Blazers,0.69,0.504,0.391,0.84,40.3,27.0,12.3,8.1,6.3,7.9,119.8,111.7,0.615,0.286,0.434,0.353,0.785,41.4,22.2,15.1,8.0,4.7,-9.6,107.6,117.2,0.539,1,01/23/2024
611,611,LA Clippers,Los Angeles Lakers,0.659,0.493,0.398,0.809,43.8,26.2,13.4,8.2,5.4,5.8,119.6,113.9,0.606,0.5,0.489,0.36,0.776,42.5,27.5,14.0,7.6,5.4,-0.8,113.0,113.9,0.588,1,01/23/2024
612,612,Washington Wizards,Minnesota Timberwolves,0.167,0.476,0.354,0.771,38.7,27.0,13.1,7.5,5.3,-9.2,111.8,120.7,0.575,0.698,0.489,0.388,0.782,44.3,26.6,15.5,7.6,6.0,5.6,114.3,109.0,0.599,0,01/24/2024
613,613,Miami Heat,Memphis Grizzlies,0.558,0.464,0.378,0.823,42.5,26.3,13.8,7.6,3.3,0.2,113.4,113.0,0.58,0.372,0.439,0.342,0.772,42.2,24.8,14.6,7.7,6.3,-5.5,107.8,113.4,0.549,0,01/24/2024
614,614,Milwaukee Bucks,Cleveland Cavaliers,0.698,0.499,0.377,0.779,43.0,25.9,12.5,6.3,5.4,4.0,120.6,116.8,0.613,0.634,0.478,0.359,0.768,45.6,27.1,14.0,7.9,4.6,4.4,115.2,110.7,0.583,1,01/24/2024
615,615,Houston Rockets,Portland Trail Blazers,0.476,0.459,0.354,0.775,45.3,24.8,12.8,7.3,4.4,0.3,112.8,112.5,0.564,0.279,0.434,0.356,0.786,41.5,22.3,15.2,7.9,4.7,-9.4,107.6,117.0,0.539,0,01/24/2024
616,616,Dallas Mavericks,Phoenix Suns,0.558,0.471,0.368,0.759,41.7,25.0,12.0,6.7,4.4,0.9,117.3,116.5,0.586,0.581,0.486,0.376,0.821,43.7,26.6,14.7,7.3,6.1,1.9,117.2,115.2,0.6,0,01/24/2024
617,617,Detroit Pistons,Charlotte Hornets,0.093,0.472,0.352,0.778,42.5,26.0,15.4,5.9,5.1,-10.4,110.4,120.7,0.568,0.244,0.459,0.359,0.793,41.6,25.0,14.1,6.7,4.9,-11.2,109.6,120.8,0.558,1,01/24/2024
618,618,San Antonio Spurs,Oklahoma City Thunder,0.186,0.46,0.345,0.785,41.7,28.4,14.1,6.9,5.6,-8.7,109.3,118.2,0.562,0.698,0.503,0.39,0.835,40.4,26.9,12.3,8.1,6.4,7.8,119.6,111.6,0.614,0,01/24/2024
619,619,Golden State Warriors,Atlanta Hawks,0.45,0.465,0.369,0.792,45.8,28.0,14.5,6.5,3.6,-1.0,116.5,117.7,0.582,0.419,0.463,0.361,0.811,43.6,24.7,13.6,7.7,4.5,-2.6,116.4,119.0,0.576,1,01/24/2024
620,620,Washington Wizards,Utah Jazz,0.163,0.476,0.355,0.771,38.9,27.0,13.3,7.4,5.2,-9.2,111.5,120.5,0.575,0.489,0.468,0.355,0.823,45.6,27.5,15.6,6.8,5.9,-2.0,115.0,117.3,0.581,0,01/25/2024
621,621,New York Knicks,Denver Nuggets,0.614,0.466,0.372,0.782,47.1,24.4,14.2,7.5,4.0,4.7,117.2,112.5,0.578,0.689,0.499,0.375,0.752,45.1,29.8,12.9,7.1,5.6,5.1,118.8,113.4,0.592,1,01/25/2024
622,622,Indiana Pacers,Philadelphia 76ers,0.545,0.505,0.382,0.79,39.3,30.0,13.1,7.5,5.8,1.7,121.0,119.5,0.611,0.69,0.476,0.37,0.838,43.7,25.4,12.1,9.0,6.1,8.3,119.8,111.4,0.591,1,01/25/2024
623,623,Brooklyn Nets,Minnesota Timberwolves,0.395,0.458,0.363,0.757,46.3,26.6,12.8,6.7,5.5,-1.7,114.9,116.5,0.564,0.705,0.487,0.386,0.785,44.3,26.5,15.3,7.6,6.0,5.7,114.2,108.8,0.597,0,01/25/2024
624,624,Miami Heat,Boston Celtics,0.545,0.463,0.376,0.821,42.6,26.2,13.9,7.6,3.5,0.0,113.0,112.9,0.579,0.773,0.475,0.378,0.801,47.3,25.5,12.6,6.5,6.4,9.7,120.1,110.3,0.599,0,01/25/2024
625,625,Golden State Warriors,Sacramento Kings,0.463,0.467,0.371,0.79,45.9,27.9,14.4,6.5,3.8,-0.4,116.9,117.5,0.584,0.571,0.477,0.371,0.73,43.1,28.3,13.2,6.8,3.9,0.6,116.5,115.9,0.585,0,01/25/2024
626,626,Los Angeles Lakers,Chicago Bulls,0.489,0.489,0.36,0.775,42.5,27.4,14.0,7.6,5.4,-1.0,113.0,114.1,0.588,0.467,0.461,0.36,0.786,44.4,24.8,12.5,7.9,5.0,-1.5,112.6,114.3,0.561,1,01/25/2024
627,627,Atlanta Hawks,Dallas Mavericks,0.409,0.462,0.36,0.81,43.6,24.8,13.6,7.7,4.4,-3.0,116.3,119.3,0.575,0.545,0.471,0.369,0.755,41.5,25.0,12.1,6.6,4.4,0.3,117.1,116.9,0.585,0,01/26/2024
628,628,Charlotte Hornets,Houston Rockets,0.238,0.459,0.36,0.793,41.8,25.1,14.1,6.6,4.9,-11.1,109.5,120.7,0.558,0.465,0.461,0.353,0.777,45.1,24.9,12.7,7.3,4.5,0.2,113.1,113.0,0.565,0,01/26/2024
629,629,Toronto Raptors,LA Clippers,0.364,0.48,0.357,0.74,43.8,29.7,13.3,7.4,4.9,-2.0,114.7,116.5,0.575,0.667,0.496,0.401,0.808,43.6,26.4,13.4,8.2,5.4,6.0,119.7,114.0,0.608,0,01/26/2024
630,630,New Orleans Pelicans,Oklahoma City Thunder,0.591,0.489,0.386,0.765,44.7,27.3,13.2,8.2,4.7,5.0,117.9,112.7,0.594,0.705,0.505,0.392,0.835,40.5,27.1,12.4,8.2,6.4,8.2,119.9,111.6,0.615,0,01/26/2024
631,631,Memphis Grizzlies,Orlando Magic,0.386,0.439,0.344,0.773,42.3,24.9,14.7,7.7,6.3,-5.1,107.8,113.0,0.55,0.523,0.468,0.342,0.756,43.7,24.7,14.9,8.1,5.5,0.3,112.1,111.7,0.569,1,01/26/2024
632,632,Milwaukee Bucks,Cleveland Cavaliers,0.705,0.499,0.378,0.781,43.1,25.8,12.5,6.3,5.3,4.1,120.6,116.7,0.614,0.619,0.479,0.358,0.768,45.4,27.1,14.0,7.9,4.5,4.0,115.1,111.0,0.583,0,01/26/2024
633,633,San Antonio Spurs,Portland Trail Blazers,0.182,0.461,0.344,0.785,41.6,28.4,14.2,6.9,5.7,-9.1,109.4,118.6,0.562,0.295,0.436,0.358,0.789,41.6,22.4,15.1,7.9,4.7,-9.0,108.2,117.2,0.542,1,01/26/2024
634,634,Indiana Pacers,Phoenix Suns,0.556,0.506,0.383,0.79,39.6,30.1,13.3,7.5,5.9,1.9,121.1,119.4,0.612,0.591,0.489,0.377,0.819,43.8,26.7,14.7,7.3,6.0,2.4,117.5,115.1,0.602,1,01/26/2024
635,635,Detroit Pistons,Washington Wizards,0.114,0.472,0.353,0.775,42.5,26.0,15.3,5.9,5.0,-10.0,110.5,120.4,0.568,0.159,0.477,0.352,0.771,38.8,27.2,13.2,7.5,5.3,-9.4,111.4,120.5,0.575,0,01/27/2024
636,636,New York Knicks,Miami Heat,0.622,0.468,0.372,0.784,47.1,24.5,14.1,7.6,3.9,5.4,117.6,112.0,0.579,0.533,0.462,0.377,0.821,42.4,26.2,13.7,7.6,3.4,-0.8,113.0,113.7,0.578,1,01/27/2024
637,637,Denver Nuggets,Philadelphia 76ers,0.674,0.497,0.371,0.753,45.0,29.7,13.1,7.0,5.5,4.1,118.2,113.8,0.589,0.674,0.476,0.367,0.834,43.4,25.3,12.0,9.0,6.1,7.8,119.7,111.8,0.591,1,01/27/2024
638,638,Brooklyn Nets,Houston Rockets,0.386,0.458,0.362,0.759,46.1,26.6,12.8,6.7,5.4,-1.7,114.7,116.2,0.564,0.477,0.463,0.354,0.777,45.3,25.1,12.7,7.3,4.6,1.0,113.7,112.7,0.568,1,01/27/2024
639,639,Charlotte Hornets,Utah Jazz,0.233,0.458,0.359,0.793,41.5,25.0,14.0,6.6,5.0,-11.6,109.4,121.0,0.557,0.5,0.469,0.356,0.823,45.7,27.6,15.6,6.8,5.8,-1.7,115.1,117.1,0.581,0,01/27/2024
640,640,Milwaukee Bucks,New Orleans Pelicans,0.689,0.497,0.378,0.78,43.2,25.7,12.6,6.3,5.3,3.7,120.1,116.5,0.611,0.578,0.487,0.383,0.765,44.6,27.2,13.4,8.2,4.7,4.3,117.1,112.6,0.591,1,01/27/2024
641,641,San Antonio Spurs,Minnesota Timberwolves,0.2,0.46,0.343,0.786,42.0,28.4,14.3,7.0,5.7,-8.5,109.4,118.1,0.562,0.711,0.487,0.387,0.784,44.3,26.5,15.3,7.6,5.9,5.7,114.0,108.6,0.597,1,01/27/2024
642,642,Boston Celtics,LA Clippers,0.778,0.479,0.381,0.804,47.4,25.8,12.6,6.5,6.4,10.2,120.7,110.5,0.603,0.674,0.496,0.398,0.811,43.7,26.4,13.3,8.1,5.4,6.3,119.8,113.8,0.607,0,01/27/2024
643,643,Dallas Mavericks,Sacramento Kings,0.556,0.473,0.372,0.758,41.4,25.0,12.1,6.5,4.4,0.4,117.7,117.3,0.589,0.581,0.478,0.373,0.732,42.9,28.4,13.2,6.9,3.9,0.6,117.0,116.3,0.587,0,01/27/2024
644,644,Golden State Warriors,Los Angeles Lakers,0.452,0.469,0.375,0.79,45.6,28.0,14.4,6.5,3.7,-0.5,117.3,118.0,0.586,0.5,0.491,0.366,0.774,42.2,27.6,14.0,7.7,5.4,-0.8,113.5,114.4,0.591,0,01/27/2024
645,645,Detroit Pistons,Oklahoma City Thunder,0.111,0.471,0.352,0.775,42.6,25.9,15.3,5.8,5.0,-10.1,110.3,120.3,0.568,0.711,0.504,0.39,0.837,40.6,27.0,12.4,8.3,6.4,8.6,119.7,111.0,0.614,1,01/28/2024
646,646,Indiana Pacers,Memphis Grizzlies,0.565,0.507,0.382,0.787,39.7,30.1,13.2,7.5,5.8,1.9,121.2,119.5,0.611,0.4,0.44,0.345,0.771,42.4,25.1,14.7,7.8,6.3,-5.0,107.9,113.0,0.55,1,01/28/2024
647,647,Atlanta Hawks,Toronto Raptors,0.4,0.463,0.361,0.811,43.4,25.0,13.4,7.6,4.3,-3.1,116.7,119.8,0.577,0.356,0.479,0.353,0.737,43.8,29.6,13.3,7.4,4.9,-2.4,114.5,116.7,0.573,1,01/28/2024
648,648,Portland Trail Blazers,Chicago Bulls,0.289,0.436,0.356,0.788,41.5,22.4,15.1,7.9,4.7,-9.2,107.9,117.1,0.541,0.457,0.463,0.359,0.789,44.3,24.8,12.6,7.9,5.0,-1.6,113.0,114.8,0.563,0,01/28/2024
649,649,Orlando Magic,Phoenix Suns,0.511,0.468,0.34,0.755,43.7,24.6,14.8,8.2,5.4,0.2,112.2,111.8,0.569,0.578,0.491,0.378,0.82,43.7,26.6,14.8,7.3,6.0,2.3,117.7,115.3,0.604,1,01/28/2024
650,650,Charlotte Hornets,New York Knicks,0.227,0.459,0.36,0.791,41.4,25.2,14.0,6.6,5.0,-11.6,109.6,121.3,0.558,0.63,0.469,0.375,0.781,47.2,24.6,14.0,7.6,3.9,5.7,117.9,112.1,0.58,0,01/29/2024
651,651,Cleveland Cavaliers,LA Clippers,0.628,0.477,0.359,0.766,45.5,26.9,14.0,7.8,4.6,4.2,114.9,110.7,0.582,0.682,0.494,0.394,0.811,44.0,26.5,13.2,8.1,5.5,6.6,119.7,113.4,0.605,1,01/29/2024
652,652,Brooklyn Nets,Utah Jazz,0.4,0.459,0.362,0.753,45.9,26.5,13.0,6.8,5.5,-1.6,114.4,115.8,0.564,0.511,0.471,0.358,0.822,45.7,27.8,15.6,6.8,5.8,-1.4,115.5,117.1,0.583,1,01/29/2024
653,653,Miami Heat,Phoenix Suns,0.522,0.462,0.377,0.82,42.3,26.2,13.6,7.6,3.4,-1.1,113.1,114.1,0.578,0.565,0.492,0.377,0.816,43.6,26.4,15.0,7.3,6.0,2.0,117.3,115.3,0.603,0,01/29/2024
654,654,Memphis Grizzlies,Sacramento Kings,0.391,0.44,0.345,0.77,42.4,25.0,14.7,7.7,6.3,-5.0,108.1,113.1,0.551,0.591,0.479,0.373,0.733,42.8,28.4,13.2,6.8,4.1,0.7,117.1,116.3,0.588,0,01/29/2024
655,655,Oklahoma City Thunder,Minnesota Timberwolves,0.696,0.503,0.388,0.835,40.7,26.8,12.3,8.2,6.3,8.0,119.4,111.3,0.613,0.696,0.489,0.39,0.781,44.1,26.7,15.3,7.6,5.9,5.5,114.2,108.9,0.598,0,01/29/2024
656,656,Houston Rockets,Los Angeles Lakers,0.467,0.462,0.352,0.779,45.4,25.0,12.8,7.3,4.5,0.9,113.3,112.5,0.566,0.511,0.491,0.365,0.778,42.2,27.6,14.1,7.6,5.4,-0.8,113.5,114.4,0.591,1,01/29/2024
