,Unnamed: 0.2,Home,Away,Game_ID,H_Score,A_Score,H_W_PCT,H_FG_PCT,H_FG3_PCT,H_FT_PCT,H_REB,H_AST,H_TOV,H_STL,H_BLK,H_PLUS_MINUS,H_OFF_RATING,H_DEF_RATING,H_TS_PCT,A_W_PCT,A_FG_PCT,A_FG3_PCT,A_FT_PCT,A_REB,A_AST,A_TOV,A_STL,A_BLK,A_PLUS_MINUS,A_OFF_RATING,A_DEF_RATING,A_TS_PCT,Result,Date,Season,Home_W_Pct_10,Away_W_Pct_10,H_Team_Elo_Before,A_Team_Elo_Before,H_Team_Elo_After,A_Team_Elo_After
319,319,Charlotte Hornets,Philadelphia 76ers,22100353,124,127,0.56,0.46,0.386,0.742,42.9,25.5,12.6,8.7,5.3,-0.3,112.2,112.2,0.565,0.522,0.456,0.357,0.813,43.9,23.2,12.7,8.3,6.1,1.0,109.6,108.1,0.559,0,2021-12-06,2021-22,0.6,0.4,1514.1408178701736,1510.515927133846,1507.3787059836372,1517.2780390203825
320,320,Minnesota Timberwolves,Atlanta Hawks,22100359,110,121,0.478,0.427,0.331,0.771,45.2,22.9,15.9,8.7,6.0,0.9,106.4,105.5,0.536,0.5,0.466,0.378,0.798,47.0,24.3,12.4,6.8,4.4,2.3,112.7,110.3,0.567,0,2021-12-06,2021-22,0.7,0.7,1502.5406740835438,1522.0209847382228,1490.163302570409,1534.3983562513574
321,321,Indiana Pacers,Washington Wizards,22100355,116,110,0.36,0.456,0.326,0.768,46.2,23.8,14.5,7.0,6.1,0.6,108.1,107.8,0.551,0.583,0.459,0.322,0.78,46.4,23.9,14.1,6.2,5.4,-0.7,106.7,107.4,0.555,1,2021-12-06,2021-22,0.3,0.4,1486.9903921170512,1478.331498063253,1492.981419197422,1472.3404709828824
322,322,Milwaukee Bucks,Cleveland Cavaliers,22100358,112,104,0.625,0.452,0.362,0.745,47.7,23.1,14.2,7.1,4.5,4.0,110.1,106.3,0.562,0.542,0.454,0.348,0.776,46.6,24.9,16.5,7.5,4.4,2.6,107.5,104.7,0.557,1,2021-12-06,2021-22,0.9,0.4,1563.9860234268249,1561.683333530822,1571.2144370651276,1554.454919892519
323,323,Miami Heat,Memphis Grizzlies,22100356,90,105,0.583,0.459,0.353,0.8,45.7,25.1,14.7,7.6,2.7,3.3,110.5,107.4,0.567,0.565,0.453,0.343,0.762,47.6,25.3,13.7,9.7,6.3,-0.5,110.7,111.5,0.547,0,2021-12-06,2021-22,0.5,0.7,1519.391206175557,1487.8873625530284,1501.69216978938,1505.5863989392055
324,324,Phoenix Suns,San Antonio Spurs,22100360,108,104,0.826,0.48,0.37,0.779,44.4,25.8,13.5,9.0,4.0,6.4,110.4,104.2,0.576,0.381,0.468,0.345,0.698,44.5,27.3,13.0,8.6,5.1,0.0,106.9,106.7,0.542,1,2021-12-06,2021-22,0.9,0.4,1624.2359882452745,1505.8400322090208,1627.1678452991805,1502.908175155115
325,325,Chicago Bulls,Denver Nuggets,22100357,109,97,0.667,0.471,0.369,0.83,43.7,23.5,13.4,8.2,4.7,4.5,110.5,105.8,0.571,0.5,0.464,0.34,0.751,44.2,25.3,14.3,7.6,4.1,0.2,108.2,108.2,0.56,1,2021-12-06,2021-22,0.6,0.3,1551.7222706477946,1488.276659041721,1558.76810849016,1481.2308211993554
326,326,Golden State Warriors,Orlando Magic,22100361,126,95,0.826,0.475,0.37,0.763,47.0,28.8,16.2,9.7,4.8,12.2,112.4,100.1,0.59,0.208,0.42,0.321,0.754,45.2,22.1,15.3,6.8,4.9,-9.9,101.6,111.4,0.521,1,2021-12-06,2021-22,0.8,0.2,1639.4946875427163,1386.560198211813,1644.54190513342,1381.5129806211096
327,327,Detroit Pistons,Oklahoma City Thunder,22100354,103,114,0.182,0.407,0.299,0.785,42.9,21.5,15.3,8.2,4.8,-9.8,100.0,109.7,0.512,0.273,0.407,0.302,0.743,46.6,19.9,14.5,7.1,4.7,-10.2,99.1,109.2,0.505,0,2021-12-06,2021-22,0.1,0.1,1389.5847602905424,1389.7645481747056,1376.4222372249242,1402.9270712403238
328,328,San Antonio Spurs,New York Knicks,22100364,109,121,0.364,0.466,0.346,0.698,44.3,27.4,13.1,8.7,5.1,-0.1,106.7,106.7,0.54,0.478,0.441,0.361,0.772,46.3,22.0,14.2,7.1,5.8,-0.8,108.6,109.8,0.551,0,2021-12-07,2021-22,0.4,0.4,1502.908175155115,1461.8120921016307,1487.1864267297008,1477.533840527045
329,329,Los Angeles Lakers,Boston Celtics,22100365,117,102,0.5,0.463,0.348,0.735,44.2,23.4,15.1,8.2,5.6,-1.6,106.9,108.6,0.557,0.542,0.443,0.339,0.826,46.2,22.5,13.5,7.3,5.6,2.4,108.3,106.5,0.553,1,2021-12-07,2021-22,0.4,0.6,1482.943924873048,1556.4386020075706,1497.4334737183458,1541.9490531622728
330,330,Dallas Mavericks,Brooklyn Nets,22100363,99,102,0.5,0.443,0.339,0.724,44.3,23.1,12.6,7.7,4.1,-1.7,107.2,109.0,0.543,0.696,0.465,0.366,0.807,44.6,25.5,13.9,6.8,5.3,3.7,109.3,105.6,0.574,0,2021-12-07,2021-22,0.3,0.7,1482.8112695516586,1575.6380372485346,1477.9634567545015,1580.4858500456917
331,331,Indiana Pacers,New York Knicks,22100369,122,102,0.385,0.458,0.328,0.776,46.1,23.9,14.6,7.2,6.3,0.9,108.7,108.3,0.554,0.5,0.443,0.366,0.776,46.6,22.1,14.1,7.1,5.8,-0.2,109.3,110.0,0.554,1,2021-12-08,2021-22,0.4,0.4,1492.981419197422,1477.533840527045,1505.304608516694,1465.2106512077728
332,332,New Orleans Pelicans,Denver Nuggets,22100375,114,120,0.269,0.429,0.337,0.811,47.0,24.4,15.1,7.8,4.2,-6.9,105.8,112.1,0.529,0.478,0.461,0.34,0.748,44.5,25.5,14.2,7.5,4.0,-0.4,107.9,108.4,0.556,0,2021-12-08,2021-22,0.5,0.2,1448.6402731269511,1481.2308211993554,1440.317152524245,1489.5539418020617
333,333,Toronto Raptors,Oklahoma City Thunder,22100371,109,110,0.458,0.435,0.341,0.774,46.3,21.5,13.4,9.6,4.7,-0.3,109.0,109.2,0.529,0.304,0.411,0.304,0.745,46.3,20.0,14.3,7.2,5.0,-9.3,99.7,108.9,0.509,0,2021-12-08,2021-22,0.4,0.2,1493.4283845361315,1402.9270712403238,1487.2002117810043,1409.1552439954512
334,334,Charlotte Hornets,Philadelphia 76ers,22100366,106,110,0.538,0.459,0.384,0.741,42.8,25.7,12.4,8.6,5.3,-0.4,112.6,112.7,0.564,0.542,0.459,0.36,0.809,44.1,23.4,12.8,8.2,6.3,1.1,110.2,108.7,0.562,0,2021-12-08,2021-22,0.5,0.5,1507.3787059836372,1517.2780390203825,1500.0468504185787,1524.6098945854408
335,335,Minnesota Timberwolves,Utah Jazz,22100374,104,136,0.458,0.426,0.334,0.772,45.4,22.9,15.6,8.7,6.0,0.4,106.7,106.2,0.535,0.696,0.475,0.369,0.784,47.3,22.7,15.4,7.5,5.5,9.4,116.2,106.9,0.599,0,2021-12-08,2021-22,0.6,0.8,1490.163302570409,1589.2028826268777,1470.7585657615691,1608.6076194357174
336,336,Detroit Pistons,Washington Wizards,22100368,116,119,0.174,0.407,0.304,0.785,43.3,21.5,15.3,8.2,4.9,-9.8,100.1,109.9,0.512,0.56,0.462,0.325,0.782,46.0,24.0,14.1,6.4,5.3,-0.9,107.2,108.1,0.557,0,2021-12-08,2021-22,0.1,0.4,1376.4222372249242,1472.3404709828824,1371.6315135751795,1477.1311946326268
337,337,Memphis Grizzlies,Dallas Mavericks,22100373,96,104,0.583,0.452,0.345,0.762,47.6,25.4,13.9,9.8,6.3,0.1,110.6,110.7,0.547,0.478,0.441,0.332,0.729,44.2,23.1,12.3,7.6,4.1,-1.8,107.2,109.0,0.541,0,2021-12-08,2021-22,0.7,0.2,1505.5863989392055,1477.9634567545015,1493.7844416169382,1489.7654140767688
338,338,Houston Rockets,Brooklyn Nets,22100372,114,104,0.304,0.442,0.338,0.707,43.8,22.1,17.6,6.9,4.9,-6.5,102.6,109.0,0.546,0.708,0.467,0.365,0.806,44.9,25.7,13.9,6.7,5.3,3.7,109.3,105.7,0.574,1,2021-12-08,2021-22,0.6,0.7,1416.331111883543,1580.4858500456917,1431.4698821892362,1565.3470797399984
339,339,Golden State Warriors,Portland Trail Blazers,22100376,104,94,0.833,0.476,0.376,0.758,46.8,28.7,16.1,9.9,4.7,12.9,112.8,99.8,0.592,0.44,0.454,0.349,0.787,44.7,23.3,13.7,7.8,4.7,-2.6,110.0,112.9,0.561,1,2021-12-08,2021-22,0.8,0.4,1644.54190513342,1439.6069791543305,1647.5953049805846,1436.5535793071658
340,340,LA Clippers,Boston Celtics,22100378,114,111,0.52,0.446,0.352,0.793,44.3,22.8,14.9,7.9,4.4,1.4,105.6,104.5,0.552,0.52,0.443,0.338,0.819,45.7,22.7,13.5,7.4,5.6,1.7,108.1,107.0,0.552,1,2021-12-08,2021-22,0.4,0.6,1486.450255087654,1541.9490531622728,1492.0733942548802,1536.3259139950464
341,341,Sacramento Kings,Orlando Magic,22100377,142,130,0.417,0.448,0.326,0.755,44.5,22.1,14.1,7.1,4.7,-3.0,108.5,111.1,0.548,0.2,0.42,0.319,0.757,44.9,21.9,15.6,6.9,4.8,-10.8,101.2,111.8,0.522,1,2021-12-08,2021-22,0.4,0.1,1443.728823746159,1381.5129806211096,1450.815351297426,1374.4264530698424
342,342,Cleveland Cavaliers,Chicago Bulls,22100367,115,92,0.52,0.451,0.347,0.783,46.3,25.0,16.2,7.5,4.4,2.2,107.3,104.9,0.556,0.68,0.47,0.369,0.825,44.2,23.6,13.3,8.0,4.8,4.8,110.5,105.6,0.57,1,2021-12-08,2021-22,0.4,0.7,1554.454919892519,1558.76810849016,1569.2485880425186,1543.9744403401603
343,343,Miami Heat,Milwaukee Bucks,22100370,113,104,0.56,0.459,0.351,0.801,45.3,25.1,15.1,7.8,2.9,2.5,109.8,107.4,0.566,0.64,0.452,0.363,0.747,47.8,23.0,14.3,7.1,4.5,4.2,110.1,106.1,0.563,1,2021-12-08,2021-22,0.4,0.9,1501.69216978938,1571.2144370651276,1512.0147505764055,1560.891856278102
344,344,Philadelphia 76ers,Utah Jazz,22100379,96,118,0.56,0.459,0.361,0.811,43.8,23.4,13.0,8.2,6.2,1.2,110.3,108.8,0.565,0.708,0.479,0.374,0.782,47.2,22.8,15.4,7.5,5.5,10.3,116.9,106.6,0.604,0,2021-12-09,2021-22,0.6,0.8,1524.6098945854408,1608.6076194357174,1508.9100986077765,1624.3074154133817
345,345,San Antonio Spurs,Denver Nuggets,22100381,123,111,0.348,0.465,0.348,0.7,44.3,27.6,13.0,8.6,5.1,-0.6,107.1,107.5,0.54,0.5,0.463,0.338,0.75,43.9,25.6,14.0,7.7,4.0,-0.1,108.1,108.4,0.558,1,2021-12-09,2021-22,0.4,0.3,1487.1864267297008,1489.5539418020617,1496.635866734903,1480.1045017968595
346,346,Memphis Grizzlies,Los Angeles Lakers,22100380,108,95,0.56,0.45,0.343,0.754,47.4,25.3,13.9,9.9,6.2,-0.2,110.2,110.7,0.544,0.52,0.465,0.347,0.736,44.5,23.5,15.2,8.1,5.5,-1.0,107.3,108.4,0.558,1,2021-12-09,2021-22,0.6,0.5,1493.7844416169382,1497.4334737183458,1503.788539262049,1487.429376073235
347,347,Indiana Pacers,Dallas Mavericks,22100383,106,93,0.407,0.461,0.329,0.778,46.0,24.1,14.5,7.2,6.2,1.6,109.4,108.2,0.557,0.5,0.442,0.333,0.732,44.4,23.2,12.6,7.6,4.2,-1.4,107.4,108.7,0.543,1,2021-12-10,2021-22,0.5,0.3,1505.304608516694,1489.7654140767688,1514.5189343043842,1480.5510882890787
348,348,New Orleans Pelicans,Detroit Pistons,22100388,109,93,0.259,0.432,0.338,0.809,46.9,24.7,15.5,7.8,4.2,-6.8,105.9,112.1,0.531,0.167,0.41,0.31,0.788,42.9,21.5,15.3,8.2,4.9,-9.5,100.7,110.2,0.516,1,2021-12-10,2021-22,0.4,0.0,1440.317152524245,1371.6315135751795,1448.6225032875002,1363.3261628119246
349,349,Oklahoma City Thunder,Los Angeles Lakers,22100389,95,116,0.333,0.412,0.309,0.749,46.1,20.4,14.3,7.4,4.9,-8.8,100.3,109.0,0.512,0.5,0.465,0.348,0.733,44.5,23.5,15.4,8.1,5.5,-1.4,106.8,108.4,0.558,0,2021-12-10,2021-22,0.2,0.5,1409.1552439954512,1487.429376073235,1393.6319937283188,1502.9526263403675
350,350,Toronto Raptors,New York Knicks,22100385,90,87,0.44,0.436,0.342,0.77,46.3,21.8,13.3,9.5,4.7,-0.4,109.1,109.3,0.53,0.48,0.442,0.364,0.782,46.2,21.9,14.1,7.1,5.9,-1.0,109.2,110.7,0.553,1,2021-12-10,2021-22,0.4,0.4,1487.2002117810043,1465.2106512077728,1491.287386633002,1461.123476355775
351,351,Charlotte Hornets,Sacramento Kings,22100382,124,123,0.519,0.46,0.383,0.746,42.6,25.6,12.7,8.6,5.3,-0.6,112.5,112.7,0.565,0.44,0.452,0.331,0.758,44.4,22.2,13.8,7.2,4.8,-2.4,109.8,111.8,0.552,1,2021-12-10,2021-22,0.4,0.5,1500.0468504185787,1450.815351297426,1502.6610906531537,1448.2011110628512
352,352,Houston Rockets,Milwaukee Bucks,22100386,114,123,0.333,0.444,0.338,0.706,43.7,22.2,17.5,7.0,5.1,-5.9,103.4,109.1,0.549,0.615,0.451,0.361,0.746,47.6,22.8,14.5,7.3,4.5,3.7,109.9,106.3,0.562,0,2021-12-10,2021-22,0.7,0.8,1431.4698821892362,1560.891856278102,1424.1680046114018,1568.1937338559364
353,353,Atlanta Hawks,Brooklyn Nets,22100384,105,113,0.52,0.465,0.386,0.8,47.2,24.6,12.4,6.7,4.5,2.6,113.2,110.4,0.569,0.68,0.464,0.36,0.808,45.0,25.4,13.8,6.7,5.2,3.1,109.4,106.4,0.571,0,2021-12-10,2021-22,0.7,0.7,1534.3983562513574,1565.3470797399984,1524.5719250092814,1575.1735109820745
354,354,Phoenix Suns,Boston Celtics,22100390,111,90,0.833,0.479,0.369,0.775,44.6,25.8,13.6,8.9,4.0,6.3,110.2,104.1,0.574,0.5,0.444,0.337,0.822,45.7,22.8,13.8,7.5,5.5,1.5,108.1,107.1,0.554,1,2021-12-10,2021-22,0.9,0.5,1627.1678452991805,1536.3259139950464,1636.1713646782384,1527.3223946159883
355,355,Minnesota Timberwolves,Cleveland Cavaliers,22100387,106,123,0.44,0.425,0.336,0.768,45.0,22.7,15.6,8.7,5.8,-0.9,106.4,107.2,0.534,0.538,0.455,0.351,0.786,46.2,25.1,16.2,7.6,4.5,3.0,107.7,104.5,0.56,0,2021-12-10,2021-22,0.5,0.5,1470.7585657615691,1569.2485880425186,1458.3306034784448,1581.676550325643
356,356,Cleveland Cavaliers,Sacramento Kings,22100393,117,103,0.556,0.458,0.352,0.787,46.1,25.4,16.2,7.6,4.6,3.5,108.1,104.4,0.563,0.423,0.453,0.331,0.758,44.6,22.2,13.8,7.3,4.8,-2.3,110.3,112.3,0.553,1,2021-12-11,2021-22,0.6,0.5,1581.676550325643,1448.2011110628512,1587.2001930969989,1442.6774682914952
357,357,Washington Wizards,Utah Jazz,22100392,98,123,0.577,0.462,0.327,0.784,45.9,24.1,14.2,6.4,5.4,-0.8,107.7,108.3,0.559,0.72,0.479,0.374,0.779,47.5,22.8,15.3,7.5,5.5,10.8,117.2,106.4,0.603,0,2021-12-11,2021-22,0.4,0.8,1477.1311946326268,1624.3074154133817,1463.7744302201663,1637.6641798258422
358,358,Memphis Grizzlies,Houston Rockets,22100395,113,106,0.577,0.45,0.343,0.751,47.4,25.4,13.9,10.2,6.1,0.3,110.1,110.0,0.543,0.32,0.445,0.342,0.701,43.6,22.5,17.4,7.1,5.0,-6.0,103.8,109.5,0.55,1,2021-12-11,2021-22,0.7,0.7,1503.788539262049,1424.1680046114018,1508.5066378824315,1419.449905991019
359,359,LA Clippers,Orlando Magic,22100391,106,104,0.538,0.447,0.354,0.798,44.0,22.7,15.1,8.1,4.5,1.4,105.8,104.6,0.553,0.192,0.424,0.325,0.758,44.8,22.1,15.5,6.7,4.8,-10.8,102.3,113.0,0.526,1,2021-12-11,2021-22,0.5,0.1,1492.0733942548802,1374.4264530698424,1494.3218004451935,1372.1780468795291
360,360,San Antonio Spurs,Denver Nuggets,22100397,112,127,0.375,0.467,0.352,0.702,44.8,27.8,13.0,8.4,5.1,-0.1,107.8,107.7,0.544,0.48,0.462,0.34,0.755,43.5,25.7,13.8,7.7,4.0,-0.6,108.2,109.1,0.558,0,2021-12-11,2021-22,0.5,0.3,1496.635866734903,1480.1045017968595,1479.6993675407389,1497.0410009910236
361,361,Philadelphia 76ers,Golden State Warriors,22100396,102,93,0.538,0.458,0.354,0.814,43.6,23.2,13.0,8.2,6.1,0.3,110.0,109.4,0.562,0.84,0.473,0.373,0.759,46.8,28.5,16.1,9.8,4.6,12.8,112.4,99.5,0.59,1,2021-12-11,2021-22,0.5,0.8,1508.9100986077765,1647.5953049805846,1522.0256219457222,1634.479781642639
362,362,Miami Heat,Chicago Bulls,22100394,118,92,0.577,0.461,0.357,0.804,45.2,25.4,15.4,7.7,3.0,2.8,109.9,107.2,0.57,0.654,0.468,0.366,0.82,44.0,23.5,13.5,8.0,4.8,3.7,109.9,106.1,0.567,1,2021-12-11,2021-22,0.4,0.6,1512.0147505764055,1543.9744403401603,1530.1007163393567,1525.888474577209
363,363,San Antonio Spurs,New Orleans Pelicans,22100401,112,97,0.36,0.467,0.353,0.701,44.8,27.8,13.2,8.3,5.1,-0.7,108.1,108.5,0.544,0.286,0.432,0.338,0.811,47.4,24.8,15.5,7.7,4.2,-6.0,106.0,111.4,0.532,1,2021-12-12,2021-22,0.5,0.5,1479.6993675407389,1448.6225032875002,1489.1535207469833,1439.1683500812558
364,364,Los Angeles Lakers,Orlando Magic,22100403,106,94,0.519,0.465,0.353,0.734,44.6,23.5,15.5,8.3,5.4,-0.6,107.2,108.0,0.56,0.185,0.424,0.326,0.766,44.9,22.1,15.4,6.6,4.9,-10.5,102.7,113.1,0.528,1,2021-12-12,2021-22,0.6,0.1,1502.9526263403675,1372.1780468795291,1508.019335915766,1367.1113373041308
365,365,New York Knicks,Milwaukee Bucks,22100398,97,112,0.462,0.439,0.36,0.785,46.7,21.8,14.1,7.0,5.7,-1.1,108.7,110.2,0.55,0.63,0.453,0.362,0.747,47.5,22.6,14.5,7.4,4.6,3.9,110.3,106.6,0.565,0,2021-12-12,2021-22,0.3,0.8,1461.123476355775,1568.1937338559364,1450.0757074246112,1579.2415027871002
366,366,Detroit Pistons,Brooklyn Nets,22100399,104,116,0.16,0.409,0.311,0.791,42.7,21.5,15.3,8.2,4.9,-9.8,100.4,110.2,0.515,0.692,0.465,0.357,0.812,44.8,25.4,13.8,6.8,5.3,3.3,109.4,106.2,0.571,0,2021-12-12,2021-22,0.0,0.7,1363.3261628119246,1575.1735109820745,1357.2512049109132,1581.248468883086
367,367,Portland Trail Blazers,Minnesota Timberwolves,22100402,111,116,0.423,0.453,0.346,0.783,44.6,23.3,13.8,7.7,4.6,-2.9,109.3,112.5,0.559,0.423,0.424,0.334,0.771,44.7,22.7,15.5,8.7,5.8,-1.5,106.2,107.6,0.533,0,2021-12-12,2021-22,0.3,0.4,1436.5535793071658,1458.3306034784448,1428.7023217718777,1466.1818610137332
368,368,Oklahoma City Thunder,Dallas Mavericks,22100400,84,103,0.32,0.412,0.305,0.746,46.3,20.4,14.3,7.5,4.8,-9.3,100.1,109.4,0.51,0.48,0.443,0.327,0.736,44.3,23.0,12.7,7.6,4.1,-1.9,107.2,109.0,0.542,0,2021-12-12,2021-22,0.2,0.3,1393.6319937283188,1480.5510882890787,1379.613364752197,1494.5697172652006
369,369,Toronto Raptors,Sacramento Kings,22100406,124,101,0.462,0.432,0.342,0.771,46.5,21.8,13.2,9.5,4.8,-0.2,108.7,108.8,0.527,0.407,0.453,0.329,0.754,44.6,22.0,13.9,7.3,4.8,-2.7,109.7,112.2,0.551,1,2021-12-13,2021-22,0.5,0.5,1491.287386633002,1442.6774682914952,1503.0070465453002,1430.957808379197
370,370,Denver Nuggets,Washington Wizards,22100411,113,107,0.5,0.464,0.346,0.761,43.4,26.0,13.7,7.7,4.2,0.0,109.0,109.3,0.561,0.556,0.462,0.327,0.778,45.7,23.9,14.2,6.3,5.3,-1.7,107.4,108.9,0.557,1,2021-12-13,2021-22,0.4,0.4,1497.0410009910236,1463.7744302201663,1502.418057046843,1458.397374164347
371,371,Indiana Pacers,Golden State Warriors,22100405,100,102,0.429,0.461,0.33,0.781,46.1,24.3,14.5,7.2,6.1,2.0,109.7,108.0,0.558,0.808,0.47,0.367,0.758,46.7,28.2,16.0,9.7,4.6,12.0,111.9,99.9,0.586,0,2021-12-13,2021-22,0.5,0.7,1514.5189343043842,1634.479781642639,1510.7522393455977,1638.2464766014257
372,372,Atlanta Hawks,Houston Rockets,22100407,126,132,0.5,0.462,0.383,0.801,47.2,24.4,12.5,6.8,4.5,2.2,112.7,110.4,0.566,0.308,0.446,0.342,0.699,43.6,22.6,17.5,7.0,5.1,-6.1,104.2,110.0,0.552,0,2021-12-13,2021-22,0.6,0.7,1524.5719250092814,1419.449905991019,1512.2199251056477,1431.801905894653
373,373,Boston Celtics,Milwaukee Bucks,22100408,117,103,0.481,0.442,0.332,0.816,45.8,22.5,13.8,7.5,5.5,0.7,107.4,107.2,0.549,0.643,0.454,0.361,0.749,47.6,22.8,14.5,7.6,4.5,4.3,110.5,106.3,0.565,1,2021-12-13,2021-22,0.4,0.8,1527.3223946159883,1579.2415027871002,1540.0822573286198,1566.4816400744687
374,374,Cleveland Cavaliers,Miami Heat,22100404,105,94,0.571,0.459,0.353,0.789,46.0,25.4,16.1,7.8,4.7,3.9,108.2,104.1,0.564,0.593,0.462,0.361,0.803,45.4,25.9,15.2,7.7,3.1,3.7,110.4,106.9,0.572,1,2021-12-13,2021-22,0.7,0.5,1587.2001930969989,1530.1007163393567,1594.068040122031,1523.2328693143245
375,375,LA Clippers,Phoenix Suns,22100412,111,95,0.556,0.447,0.36,0.797,44.2,22.9,14.9,8.0,4.4,1.4,106.1,104.9,0.554,0.84,0.477,0.369,0.78,44.9,25.8,13.5,8.7,4.2,6.9,110.3,103.6,0.573,1,2021-12-13,2021-22,0.5,0.9,1494.3218004451935,1636.1713646782384,1513.4571838835514,1617.0359812398806
376,376,Dallas Mavericks,Charlotte Hornets,22100410,120,96,0.5,0.442,0.325,0.739,44.8,23.2,12.6,7.5,4.1,-1.0,107.3,108.2,0.541,0.536,0.463,0.384,0.744,42.5,25.7,12.8,8.6,5.4,-0.5,112.9,113.1,0.567,1,2021-12-13,2021-22,0.4,0.5,1494.5697172652006,1502.6610906531537,1510.0605438293162,1487.170264089038
377,377,Memphis Grizzlies,Philadelphia 76ers,22100409,126,91,0.593,0.451,0.344,0.742,47.2,25.4,13.8,10.3,6.0,0.6,110.5,110.3,0.545,0.556,0.458,0.353,0.817,43.7,23.1,13.0,8.2,6.1,0.7,110.0,109.0,0.563,1,2021-12-13,2021-22,0.7,0.6,1508.5066378824315,1522.0256219457222,1529.3334607596462,1501.1987990685077
378,378,Portland Trail Blazers,Phoenix Suns,22100416,107,111,0.407,0.453,0.348,0.778,44.6,23.4,14.0,7.8,4.8,-3.0,109.4,112.6,0.561,0.808,0.473,0.364,0.782,44.8,25.7,13.5,8.7,4.1,6.0,109.8,104.0,0.568,0,2021-12-14,2021-22,0.2,0.8,1428.7023217718777,1617.0359812398806,1425.0229671361592,1620.7153358755988
379,379,Brooklyn Nets,Toronto Raptors,22100413,131,129,0.704,0.465,0.358,0.816,44.7,25.5,14.0,6.8,5.3,3.6,109.5,106.0,0.572,0.481,0.437,0.342,0.769,46.5,22.1,13.1,9.5,5.0,0.7,109.3,108.4,0.53,1,2021-12-14,2021-22,0.7,0.5,1581.248468883086,1503.0070465453002,1583.97625453229,1500.2792608960965
380,380,New York Knicks,Golden State Warriors,22100414,96,105,0.444,0.438,0.36,0.784,46.4,22.0,14.3,7.2,5.6,-1.6,108.3,110.5,0.55,0.815,0.471,0.364,0.757,46.8,28.0,16.1,9.6,4.7,11.7,111.7,100.0,0.586,0,2021-12-14,2021-22,0.3,0.7,1450.0757074246112,1638.2464766014257,1444.4086413067805,1643.9135427192564
381,381,Dallas Mavericks,Los Angeles Lakers,22100420,104,107,0.519,0.445,0.331,0.743,45.3,23.5,12.7,7.4,4.3,-0.1,108.4,108.4,0.545,0.536,0.466,0.357,0.732,44.6,23.6,15.4,8.4,5.6,-0.2,107.2,107.6,0.561,0,2021-12-15,2021-22,0.4,0.6,1510.0605438293162,1508.019335915766,1503.3314772733063,1514.7484024717758
382,382,Philadelphia 76ers,Miami Heat,22100419,96,101,0.536,0.458,0.349,0.813,43.5,23.1,13.1,8.1,6.2,-0.7,109.3,109.7,0.561,0.571,0.462,0.36,0.799,45.3,26.0,15.3,7.6,3.2,3.2,110.1,107.1,0.57,0,2021-12-15,2021-22,0.5,0.4,1501.1987990685077,1523.2328693143245,1493.354151540924,1531.0775168419082
383,383,San Antonio Spurs,Charlotte Hornets,22100423,115,131,0.385,0.468,0.351,0.703,45.3,28.0,13.2,8.4,5.1,-0.1,108.3,108.2,0.545,0.517,0.461,0.383,0.739,42.6,25.8,12.8,8.6,5.3,-1.3,112.9,113.9,0.565,0,2021-12-15,2021-22,0.6,0.4,1489.1535207469833,1487.170264089038,1472.2351436245508,1504.0886412114703
384,384,Orlando Magic,Atlanta Hawks,22100418,99,111,0.179,0.422,0.326,0.766,45.1,22.0,15.5,6.6,4.8,-10.6,102.5,112.9,0.526,0.481,0.463,0.383,0.805,46.9,24.2,12.5,6.9,4.5,1.9,113.1,111.0,0.569,0,2021-12-15,2021-22,0.1,0.5,1367.1113373041308,1512.2199251056477,1358.9334679424037,1520.3977944673743
385,385,Cleveland Cavaliers,Houston Rockets,22100417,124,89,0.586,0.458,0.357,0.793,46.0,25.4,16.1,7.7,4.5,4.2,108.3,104.0,0.565,0.333,0.448,0.345,0.702,43.6,22.8,17.2,7.0,5.1,-5.6,105.1,110.5,0.554,1,2021-12-15,2021-22,0.8,0.8,1594.068040122031,1431.801905894653,1603.1217894492609,1422.7481565674232
386,386,Milwaukee Bucks,Indiana Pacers,22100421,114,99,0.621,0.453,0.359,0.75,47.5,22.8,14.5,7.6,4.4,3.6,110.3,106.8,0.564,0.414,0.459,0.327,0.779,46.1,24.1,14.4,7.4,6.1,1.9,109.5,108.0,0.555,1,2021-12-15,2021-22,0.7,0.4,1566.4816400744687,1510.7522393455977,1574.932422450976,1502.3014569690904
387,387,Sacramento Kings,Washington Wizards,22100427,119,105,0.393,0.451,0.329,0.751,44.9,22.0,14.0,7.2,4.8,-3.5,109.4,112.6,0.549,0.536,0.462,0.328,0.773,45.5,23.9,14.0,6.3,5.3,-1.8,107.4,109.0,0.556,1,2021-12-15,2021-22,0.5,0.4,1430.957808379197,1458.397374164347,1442.5425729732074,1446.8126095703367
388,388,Utah Jazz,LA Clippers,22100425,124,103,0.731,0.481,0.372,0.78,47.6,23.0,15.0,7.4,5.4,11.4,117.5,106.2,0.603,0.571,0.45,0.361,0.792,44.3,23.0,15.0,7.9,4.5,2.0,106.4,104.7,0.556,1,2021-12-15,2021-22,0.8,0.6,1637.6641798258422,1513.4571838835514,1645.2938528805946,1505.827510828799
