,Unnamed: 0.2,Home,Away,Game_ID,H_Score,A_Score,H_W_PCT,H_FG_PCT,H_FG3_PCT,H_FT_PCT,H_REB,H_AST,H_TOV,H_STL,H_BLK,H_PLUS_MINUS,H_OFF_RATING,H_DEF_RATING,H_TS_PCT,A_W_PCT,A_FG_PCT,A_FG3_PCT,A_FT_PCT,A_REB,A_AST,A_TOV,A_STL,A_BLK,A_PLUS_MINUS,A_OFF_RATING,A_DEF_RATING,A_TS_PCT,Result,Date,Season,Home_W_Pct_10,Away_W_Pct_10,H_Team_Elo_Before,A_Team_Elo_Before,H_Team_Elo_After,A_Team_Elo_After
648,648,Golden State Warriors,Houston Rockets,22100694,105,103,0.711,0.463,0.356,0.754,46.7,27.8,15.7,9.7,4.9,7.9,110.3,102.4,0.575,0.304,0.452,0.348,0.715,42.5,22.5,16.7,7.1,4.8,-8.0,106.8,114.6,0.562,1,2022-01-21,2021-22,0.4,0.4,1606.3057212089377,1365.800454324591,1607.47355674655,1364.6326187869788
649,649,Philadelphia 76ers,LA Clippers,22100686,101,102,0.591,0.462,0.353,0.813,43.5,23.4,12.9,8.2,5.9,1.9,110.9,108.7,0.568,0.478,0.449,0.358,0.79,44.1,23.4,14.6,7.7,4.7,-1.1,106.3,107.4,0.552,0,2022-01-21,2021-22,0.8,0.4,1555.8027608033185,1450.009249824872,1549.3358609262268,1456.476149701963
650,650,Orlando Magic,Los Angeles Lakers,22100685,105,116,0.174,0.426,0.326,0.778,44.5,22.5,14.9,6.9,4.8,-9.2,102.9,112.1,0.528,0.489,0.464,0.35,0.732,44.0,23.7,14.4,7.9,5.5,-1.5,108.4,110.0,0.561,0,2022-01-21,2021-22,0.1,0.5,1332.1114656415,1458.2991762588,1323.7413381488657,1466.6693037514344
651,651,Atlanta Hawks,Miami Heat,22100687,110,108,0.432,0.461,0.374,0.807,45.2,24.3,12.5,6.7,4.5,-1.0,113.1,113.9,0.571,0.644,0.459,0.374,0.803,46.4,26.3,14.9,7.5,3.4,4.7,112.2,107.4,0.573,1,2022-01-21,2021-22,0.4,0.7,1449.6954686494691,1588.469420981024,1456.2078567884898,1581.9570328420034
652,652,Phoenix Suns,Indiana Pacers,22100697,113,103,0.795,0.475,0.364,0.804,45.7,26.1,13.5,8.7,4.1,7.9,112.0,104.2,0.574,0.37,0.457,0.327,0.773,45.1,24.5,14.3,7.3,5.9,-0.7,110.0,110.8,0.556,1,2022-01-22,2021-22,0.8,0.3,1662.538708479031,1461.9878604899347,1665.6659251785898,1458.8606437903757
653,653,Cleveland Cavaliers,Oklahoma City Thunder,22100695,94,87,0.587,0.467,0.35,0.769,46.2,26.2,15.2,7.4,4.5,4.8,110.3,105.4,0.569,0.311,0.416,0.31,0.769,46.5,21.1,13.5,7.3,4.7,-7.6,101.8,109.4,0.515,1,2022-01-22,2021-22,0.7,0.1,1603.080247929223,1383.2307799361654,1605.360984907757,1380.9500429576317
654,654,Milwaukee Bucks,Sacramento Kings,22100696,133,127,0.604,0.453,0.359,0.775,47.1,22.9,13.9,7.6,4.4,3.8,111.1,107.3,0.566,0.383,0.455,0.347,0.758,43.9,22.8,13.9,7.2,4.7,-3.9,109.6,113.4,0.555,1,2022-01-22,2021-22,0.4,0.3,1565.7378388068184,1379.8848040868418,1568.2608068236918,1377.3618360699684
655,655,Washington Wizards,Boston Celtics,22100699,87,116,0.5,0.469,0.326,0.777,44.9,24.4,13.6,6.2,5.1,-1.6,109.6,111.0,0.564,0.489,0.447,0.337,0.819,46.1,23.1,14.3,7.5,5.9,1.5,108.7,107.3,0.556,0,2022-01-23,2021-22,0.5,0.5,1464.306713809169,1530.9844165426473,1443.9183478037614,1551.3727825480548
656,656,Charlotte Hornets,Atlanta Hawks,22100703,91,113,0.565,0.462,0.373,0.737,43.4,26.7,12.8,8.7,5.0,0.4,112.4,112.0,0.565,0.444,0.463,0.375,0.808,45.1,24.4,12.6,6.6,4.5,-1.0,113.2,114.0,0.573,0,2022-01-23,2021-22,0.7,0.4,1543.0661473107932,1456.2078567884898,1516.3309074920317,1482.9430966072514
657,657,San Antonio Spurs,Philadelphia 76ers,22100704,109,115,0.37,0.46,0.352,0.733,45.8,27.2,12.7,7.7,5.2,-0.5,109.5,109.9,0.544,0.578,0.461,0.353,0.811,43.5,23.5,12.8,8.2,5.9,1.8,110.9,108.7,0.566,0,2022-01-23,2021-22,0.3,0.7,1455.6374514613776,1549.3358609262268,1448.9544505712822,1556.0188618163222
658,658,Minnesota Timberwolves,Brooklyn Nets,22100706,136,125,0.489,0.439,0.341,0.756,44.9,24.2,15.0,8.7,5.7,0.8,109.4,108.5,0.548,0.644,0.473,0.35,0.825,45.3,25.6,14.1,7.1,5.6,2.7,112.0,109.1,0.574,1,2022-01-23,2021-22,0.6,0.6,1528.690661069463,1551.71763430001,1538.4329033119825,1541.9753920574906
659,659,Toronto Raptors,Portland Trail Blazers,22100702,105,114,0.512,0.436,0.341,0.76,46.5,22.4,13.0,9.5,4.9,0.9,110.5,109.8,0.534,0.422,0.446,0.355,0.774,44.3,22.8,14.0,7.8,4.9,-3.9,109.8,114.0,0.561,0,2022-01-23,2021-22,0.6,0.6,1539.3910227509152,1425.2556067752948,1523.5034734382605,1441.1431560879496
660,660,Denver Nuggets,Detroit Pistons,22100707,117,111,0.523,0.468,0.346,0.772,44.2,27.4,14.1,7.4,4.0,1.0,110.2,109.5,0.569,0.244,0.419,0.317,0.776,42.8,22.1,14.9,8.0,4.8,-9.8,102.1,111.8,0.522,1,2022-01-23,2021-22,0.5,0.4,1504.0824468469157,1376.115687263206,1507.4979294728746,1372.700204637247
661,661,Golden State Warriors,Utah Jazz,22100708,94,92,0.717,0.464,0.355,0.755,46.6,27.8,15.8,9.5,5.0,7.7,110.2,102.5,0.575,0.652,0.474,0.363,0.779,47.1,22.6,14.3,7.0,5.1,7.4,116.1,108.7,0.594,1,2022-01-23,2021-22,0.4,0.4,1607.47355674655,1574.4606351208083,1610.8372786778127,1571.0969131895458
662,662,Miami Heat,Los Angeles Lakers,22100700,113,107,0.63,0.46,0.374,0.805,46.2,26.5,14.9,7.5,3.4,4.6,112.3,107.7,0.574,0.5,0.465,0.351,0.734,44.0,23.6,14.5,8.0,5.5,-1.2,108.5,109.8,0.562,1,2022-01-23,2021-22,0.6,0.6,1581.9570328420034,1466.6693037514344,1585.5981242814232,1463.0282123120146
663,663,Orlando Magic,Chicago Bulls,22100701,114,95,0.17,0.427,0.324,0.778,44.2,22.5,14.9,6.9,4.9,-9.2,102.9,112.1,0.529,0.636,0.473,0.382,0.812,43.1,24.4,13.2,7.7,4.7,2.2,111.9,109.6,0.576,1,2022-01-23,2021-22,0.1,0.4,1323.7413381488657,1520.448485953571,1349.102613419811,1495.0872106826257
664,664,New York Knicks,LA Clippers,22100698,110,102,0.478,0.436,0.356,0.756,47.4,22.0,14.0,7.1,5.2,-0.6,108.3,109.3,0.547,0.489,0.449,0.357,0.789,44.3,23.4,14.6,7.7,4.6,-1.1,106.3,107.4,0.552,1,2022-01-23,2021-22,0.5,0.4,1472.085094299695,1456.476149701963,1478.9108350331237,1449.6504089685343
665,665,Dallas Mavericks,Memphis Grizzlies,22100705,104,91,0.565,0.45,0.329,0.767,45.7,24.6,13.1,7.1,4.0,2.6,109.2,106.4,0.553,0.667,0.455,0.341,0.74,48.1,25.0,13.5,10.2,6.4,3.5,111.7,108.3,0.546,1,2022-01-23,2021-22,0.8,0.8,1582.16476382444,1591.755608735465,1592.4212813224244,1581.499091237481
666,666,New Orleans Pelicans,Indiana Pacers,22100712,117,113,0.378,0.438,0.338,0.781,46.7,25.1,14.7,7.6,4.1,-4.3,107.4,111.3,0.54,0.362,0.456,0.328,0.772,45.1,24.4,14.4,7.2,5.9,-0.9,109.9,111.0,0.555,1,2022-01-24,2021-22,0.4,0.3,1476.883666515702,1458.8606437903757,1481.5884357754662,1454.1558745306113
667,667,Phoenix Suns,Utah Jazz,22100713,115,109,0.8,0.476,0.363,0.805,45.8,26.3,13.5,8.8,4.2,7.9,112.1,104.2,0.573,0.638,0.472,0.362,0.78,47.3,22.5,14.3,7.0,5.0,7.3,116.0,108.8,0.592,1,2022-01-24,2021-22,0.9,0.3,1665.6659251785898,1571.0969131895458,1669.700044276444,1567.0627940916916
668,668,Cleveland Cavaliers,New York Knicks,22100709,95,93,0.596,0.467,0.348,0.76,46.5,26.1,15.4,7.3,4.5,4.9,110.1,105.1,0.568,0.489,0.436,0.358,0.757,47.5,22.1,14.0,7.0,5.2,-0.4,108.5,109.3,0.547,1,2022-01-24,2021-22,0.7,0.6,1605.360984907757,1478.9108350331237,1607.5116745198206,1476.76014542106
669,669,Oklahoma City Thunder,Chicago Bulls,22100730,110,111,0.304,0.416,0.31,0.765,46.4,21.0,13.6,7.5,4.6,-7.6,101.6,109.2,0.514,0.622,0.472,0.38,0.81,43.1,24.0,13.4,7.6,4.7,1.7,111.5,109.7,0.575,0,2022-01-24,2021-22,0.1,0.3,1380.9500429576317,1495.0872106826257,1377.724799510518,1498.3124541297393
670,670,Washington Wizards,LA Clippers,22100716,115,116,0.489,0.466,0.324,0.778,44.9,24.3,13.5,6.3,5.1,-2.2,109.2,111.2,0.561,0.479,0.448,0.357,0.785,44.3,23.4,14.6,7.7,4.6,-1.2,106.4,107.6,0.552,0,2022-01-25,2021-22,0.4,0.4,1443.9183478037614,1449.6504089685343,1439.170208433365,1454.3985483389313
671,671,Detroit Pistons,Denver Nuggets,22100714,105,110,0.239,0.421,0.318,0.777,42.7,22.3,15.0,7.9,4.8,-9.7,102.4,112.0,0.525,0.533,0.469,0.346,0.771,44.0,27.5,14.1,7.4,3.9,1.1,110.5,109.6,0.57,0,2022-01-25,2021-22,0.4,0.6,1372.700204637247,1507.4979294728746,1367.5366910146704,1512.6614430954512
672,672,Toronto Raptors,Charlotte Hornets,22100715,125,113,0.5,0.435,0.341,0.758,46.5,22.5,13.1,9.6,4.9,0.7,110.3,109.9,0.533,0.553,0.461,0.367,0.736,43.6,26.6,12.9,8.7,5.0,-0.1,111.9,112.0,0.563,1,2022-01-25,2021-22,0.5,0.7,1523.5034734382605,1516.3309074920317,1532.5765810526264,1507.2577998776658
673,673,Houston Rockets,San Antonio Spurs,22100719,104,134,0.298,0.452,0.347,0.717,42.5,22.6,16.6,7.2,4.7,-7.8,106.8,114.5,0.561,0.362,0.46,0.352,0.732,45.8,27.3,12.6,7.6,5.2,-0.7,109.6,110.1,0.544,0,2022-01-25,2021-22,0.4,0.2,1364.6326187869788,1448.9544505712822,1345.052070397123,1468.5349989611375
674,674,Portland Trail Blazers,Minnesota Timberwolves,22100721,107,109,0.435,0.448,0.359,0.77,44.4,23.0,14.2,7.8,4.9,-3.6,109.9,113.8,0.562,0.5,0.441,0.343,0.759,44.7,24.2,14.9,8.7,5.7,1.0,109.9,108.8,0.55,0,2022-01-25,2021-22,0.6,0.7,1441.1431560879496,1538.4329033119825,1437.0244246067637,1542.5516347931684
675,675,Brooklyn Nets,Los Angeles Lakers,22100718,96,106,0.63,0.474,0.352,0.827,45.3,25.6,14.2,7.0,5.5,2.4,112.2,109.7,0.575,0.489,0.465,0.35,0.736,43.8,23.5,14.6,7.9,5.4,-1.3,108.5,109.9,0.562,0,2022-01-25,2021-22,0.5,0.5,1541.9753920574906,1463.0282123120146,1526.4471794791627,1478.5564248903424
676,676,Philadelphia 76ers,New Orleans Pelicans,22100454,117,107,0.587,0.462,0.354,0.812,43.7,23.5,12.8,8.1,5.8,1.9,111.0,108.8,0.566,0.391,0.439,0.336,0.785,46.6,25.1,14.7,7.6,4.1,-4.1,107.6,111.3,0.541,1,2022-01-25,2021-22,0.7,0.5,1556.0188618163222,1481.5884357754662,1561.98488050036,1475.6224170914284
677,677,Boston Celtics,Sacramento Kings,22100717,128,75,0.5,0.447,0.34,0.819,46.3,23.1,14.3,7.4,5.8,2.1,108.9,106.9,0.556,0.375,0.457,0.348,0.756,44.0,22.9,13.9,7.1,4.7,-4.0,109.9,113.8,0.556,1,2022-01-25,2021-22,0.6,0.2,1551.3727825480548,1377.3618360699684,1562.975679692747,1365.7589389252762
678,678,Golden State Warriors,Dallas Mavericks,22100720,130,92,0.723,0.463,0.354,0.756,46.6,27.7,15.8,9.5,5.0,7.7,110.2,102.6,0.575,0.574,0.451,0.329,0.766,45.7,24.6,13.2,7.2,4.1,2.8,109.2,106.1,0.554,1,2022-01-25,2021-22,0.5,0.8,1610.8372786778127,1592.4212813224244,1630.1543109025608,1573.1042490976763
679,679,Atlanta Hawks,Sacramento Kings,22100725,121,104,0.457,0.463,0.375,0.806,45.1,24.4,12.6,6.7,4.5,-0.5,113.2,113.4,0.573,0.367,0.453,0.345,0.756,44.1,22.8,13.9,7.1,4.7,-5.0,109.2,114.1,0.552,1,2022-01-26,2021-22,0.5,0.2,1482.9430966072514,1365.7589389252762,1489.7748454940847,1358.9271900384429
680,680,San Antonio Spurs,Memphis Grizzlies,22100728,110,118,0.375,0.463,0.352,0.734,45.8,27.5,12.6,7.6,5.2,0.0,110.0,109.9,0.546,0.653,0.453,0.338,0.739,48.1,24.9,13.5,10.2,6.3,3.2,111.3,108.3,0.544,0,2022-01-26,2021-22,0.3,0.7,1468.5349989611375,1581.499091237481,1461.2562686297224,1588.7778215688963
681,681,Chicago Bulls,Toronto Raptors,22100472,111,105,0.63,0.472,0.38,0.808,43.3,24.2,13.5,7.6,4.8,1.7,111.4,109.7,0.574,0.511,0.437,0.343,0.759,46.4,22.6,13.2,9.5,5.0,0.9,110.7,110.0,0.536,1,2022-01-26,2021-22,0.3,0.5,1498.3124541297393,1532.5765810526264,1505.4708675820782,1525.4181676002877
682,682,Brooklyn Nets,Denver Nuggets,22100453,118,124,0.617,0.473,0.35,0.823,45.6,25.5,14.3,7.0,5.5,2.1,112.0,109.7,0.574,0.543,0.468,0.346,0.775,44.3,27.4,14.3,7.4,3.8,1.2,110.4,109.4,0.57,0,2022-01-26,2021-22,0.5,0.7,1526.4471794791627,1512.6614430954512,1516.799621044,1522.309001530614
683,683,Orlando Magic,LA Clippers,22100724,102,111,0.188,0.428,0.326,0.778,44.0,22.6,14.9,6.9,4.9,-8.6,103.1,111.7,0.531,0.49,0.448,0.357,0.788,44.3,23.4,14.5,7.7,4.6,-1.2,106.4,107.6,0.552,0,2022-01-26,2021-22,0.2,0.5,1349.102613419811,1454.3985483389313,1341.0595010612792,1462.441660697463
684,684,Miami Heat,New York Knicks,22100727,110,96,0.638,0.46,0.376,0.807,46.0,26.6,14.9,7.5,3.4,4.6,112.3,107.7,0.575,0.479,0.436,0.357,0.752,47.5,22.1,14.0,7.1,5.1,-0.4,108.2,109.1,0.546,1,2022-01-26,2021-22,0.7,0.5,1585.5981242814232,1476.76014542106,1591.8523525686987,1470.5059171337846
685,685,Cleveland Cavaliers,Milwaukee Bucks,22100722,115,99,0.604,0.467,0.348,0.757,46.6,26.2,15.5,7.3,4.4,4.8,109.9,105.0,0.567,0.612,0.454,0.362,0.778,47.0,22.8,13.8,7.7,4.3,3.8,111.5,107.7,0.567,1,2022-01-26,2021-22,0.8,0.5,1607.5116745198206,1568.2608068236918,1617.0276474896775,1558.744833853835
686,686,Utah Jazz,Phoenix Suns,22100731,97,105,0.625,0.473,0.363,0.778,47.1,22.4,14.3,7.1,5.0,7.0,115.9,108.9,0.592,0.804,0.476,0.363,0.801,46.0,26.4,13.5,8.8,4.2,7.9,112.3,104.4,0.573,0,2022-01-26,2021-22,0.2,0.9,1567.0627940916916,1669.700044276444,1559.4822081109585,1677.280630257177
687,687,Portland Trail Blazers,Dallas Mavericks,22100732,112,132,0.426,0.447,0.36,0.772,44.5,23.1,14.2,7.7,4.8,-3.6,109.8,113.7,0.561,0.563,0.448,0.327,0.771,45.5,24.4,13.1,7.2,4.1,2.0,108.8,106.7,0.552,0,2022-01-26,2021-22,0.6,0.7,1437.0244246067637,1573.1042490976763,1425.069459872689,1585.0592138317509
688,688,Indiana Pacers,Charlotte Hornets,22100723,126,158,0.354,0.456,0.33,0.77,45.0,24.4,14.5,7.2,5.9,-1.0,110.0,111.1,0.556,0.542,0.461,0.367,0.736,43.5,26.6,12.8,8.6,5.0,-0.3,112.0,112.3,0.564,0,2022-01-26,2021-22,0.3,0.7,1454.1558745306113,1507.2577998776658,1431.165667503334,1530.2480069049432
689,689,Philadelphia 76ers,Los Angeles Lakers,22100733,105,87,0.596,0.462,0.354,0.816,43.7,23.6,12.8,8.1,5.9,2.1,111.4,109.0,0.567,0.5,0.465,0.349,0.738,43.7,23.6,14.5,8.0,5.4,-1.1,108.5,109.7,0.562,1,2022-01-27,2021-22,0.7,0.5,1561.98488050036,1478.5564248903424,1570.3717209704375,1470.169584420265
690,690,Golden State Warriors,Minnesota Timberwolves,22100734,124,115,0.729,0.465,0.355,0.758,46.9,27.8,15.7,9.5,5.0,8.3,110.7,102.4,0.576,0.511,0.441,0.343,0.758,44.8,24.1,15.0,8.7,5.8,1.0,109.8,108.7,0.551,1,2022-01-27,2021-22,0.6,0.7,1630.1543109025608,1542.5516347931684,1635.4073913447162,1537.298554351013
691,691,Memphis Grizzlies,Utah Jazz,22100740,119,109,0.66,0.454,0.338,0.738,48.0,24.9,13.5,10.2,6.4,3.3,111.4,108.4,0.545,0.612,0.472,0.364,0.777,47.0,22.4,14.4,7.1,5.0,6.7,115.6,109.0,0.591,1,2022-01-28,2021-22,0.7,0.2,1588.7778215688963,1559.4822081109585,1596.1231136758704,1552.1369160039842
692,692,Miami Heat,LA Clippers,22100738,121,114,0.646,0.461,0.377,0.809,45.9,26.7,15.1,7.5,3.4,4.8,112.4,107.5,0.577,0.5,0.448,0.36,0.791,44.4,23.4,14.5,7.7,4.6,-1.0,106.5,107.5,0.553,1,2022-01-28,2021-22,0.8,0.6,1591.8523525686987,1462.441660697463,1595.541019704621,1458.7529935615407
693,693,New Orleans Pelicans,Denver Nuggets,22100729,105,116,0.383,0.44,0.337,0.783,46.6,25.1,14.5,7.5,4.1,-4.2,107.8,111.6,0.541,0.553,0.468,0.347,0.78,44.3,27.4,14.3,7.4,3.8,1.3,110.7,109.6,0.571,0,2022-01-28,2021-22,0.5,0.7,1475.6224170914284,1522.309001530614,1464.3267236847798,1533.6046949372626
694,694,Charlotte Hornets,Los Angeles Lakers,22100735,117,114,0.551,0.464,0.371,0.737,43.3,26.8,12.8,8.6,5.0,0.3,112.7,112.4,0.567,0.49,0.464,0.346,0.741,43.7,23.5,14.6,8.0,5.5,-1.4,108.1,109.6,0.56,1,2022-01-28,2021-22,0.7,0.4,1530.2480069049432,1470.169584420265,1533.6868925434326,1466.7306987817756
695,695,Oklahoma City Thunder,Indiana Pacers,22100741,110,113,0.298,0.416,0.311,0.765,46.4,21.1,13.5,7.5,4.6,-7.4,101.7,109.1,0.515,0.347,0.457,0.329,0.772,44.9,24.6,14.6,7.2,5.9,-1.6,110.1,111.9,0.557,0,2022-01-28,2021-22,0.1,0.3,1377.724799510518,1431.165667503334,1372.1234588217078,1436.7670081921442
696,696,Atlanta Hawks,Boston Celtics,22100737,108,92,0.468,0.464,0.375,0.806,45.1,24.5,12.5,6.8,4.4,-0.1,113.3,113.2,0.574,0.51,0.448,0.343,0.819,46.8,23.3,14.2,7.4,5.8,3.2,109.4,106.4,0.557,1,2022-01-28,2021-22,0.5,0.7,1489.7748454940847,1562.975679692747,1504.8884682199664,1547.862056966865
697,697,Phoenix Suns,Minnesota Timberwolves,22100743,134,124,0.809,0.476,0.363,0.797,46.0,26.1,13.4,8.7,4.3,7.9,112.3,104.4,0.572,0.5,0.441,0.34,0.759,44.7,24.1,14.8,8.7,5.8,0.8,109.9,109.0,0.55,1,2022-01-28,2021-22,0.9,0.6,1677.280630257177,1537.298554351013,1681.5911327920653,1532.988051816125
698,698,Houston Rockets,Portland Trail Blazers,22100739,110,125,0.292,0.451,0.345,0.716,42.5,22.5,16.6,7.2,4.7,-8.3,106.6,114.8,0.56,0.417,0.448,0.36,0.768,44.4,23.2,14.1,7.7,4.8,-3.9,109.9,114.1,0.562,0,2022-01-28,2021-22,0.4,0.6,1345.052070397123,1425.069459872689,1332.7997208241982,1437.3218094456142
699,699,Orlando Magic,Detroit Pistons,22100736,119,103,0.184,0.429,0.325,0.778,43.9,22.8,14.9,6.9,4.9,-8.6,103.1,111.7,0.531,0.234,0.421,0.318,0.777,42.5,22.3,14.9,8.0,4.8,-9.6,102.4,111.9,0.524,1,2022-01-28,2021-22,0.2,0.4,1341.0595010612792,1367.5366910146704,1353.6731690017014,1354.9230230742482
700,700,San Antonio Spurs,Chicago Bulls,22100742,131,122,0.367,0.463,0.349,0.735,45.7,27.5,12.7,7.6,5.2,-0.2,110.0,110.1,0.546,0.638,0.474,0.378,0.807,43.4,24.4,13.6,7.5,4.7,1.8,111.6,109.8,0.575,1,2022-01-28,2021-22,0.3,0.4,1461.2562686297224,1505.4708675820782,1470.6283881821355,1496.0987480296649
701,701,Milwaukee Bucks,New York Knicks,22100744,123,108,0.6,0.454,0.361,0.779,46.9,22.8,13.9,7.7,4.3,3.4,111.3,107.9,0.567,0.469,0.435,0.357,0.751,47.5,22.1,14.1,7.2,5.1,-0.7,108.1,109.3,0.546,1,2022-01-28,2021-22,0.5,0.4,1558.744833853835,1470.5059171337846,1565.9883363526246,1463.262414634995
702,702,Philadelphia 76ers,Sacramento Kings,22100747,103,101,0.604,0.462,0.354,0.812,43.7,23.7,12.8,8.1,5.9,2.4,111.2,108.5,0.567,0.36,0.453,0.344,0.756,44.0,22.8,13.9,7.1,4.7,-5.2,109.1,114.3,0.551,1,2022-01-29,2021-22,0.7,0.2,1570.3717209704375,1358.9271900384429,1571.7436637354776,1357.5552472734028
703,703,Golden State Warriors,Brooklyn Nets,22100750,110,106,0.735,0.466,0.359,0.757,46.8,27.8,15.8,9.5,4.9,8.3,110.9,102.6,0.578,0.604,0.473,0.351,0.822,45.4,25.5,14.3,7.0,5.4,1.9,112.1,110.0,0.574,1,2022-01-29,2021-22,0.6,0.4,1635.4073913447162,1516.799621044,1638.3361281354903,1513.8708842532255
704,704,Miami Heat,Toronto Raptors,22100748,120,124,0.653,0.461,0.378,0.813,46.0,26.7,15.1,7.5,3.4,4.9,112.6,107.6,0.578,0.5,0.438,0.344,0.754,46.2,22.7,13.1,9.5,5.0,0.8,110.8,110.1,0.536,0,2022-01-29,2021-22,0.8,0.4,1595.541019704621,1525.4181676002877,1586.2925778496533,1534.6666094552552
705,705,Dallas Mavericks,Indiana Pacers,22100746,132,105,0.571,0.45,0.329,0.771,45.5,24.7,13.0,7.2,4.2,2.3,109.3,106.9,0.554,0.36,0.456,0.329,0.768,45.1,24.5,14.7,7.2,5.8,-1.5,110.0,111.6,0.556,1,2022-01-29,2021-22,0.7,0.3,1585.0592138317509,1436.7670081921442,1593.120727065402,1428.705494958493
706,706,Memphis Grizzlies,Washington Wizards,22100749,115,95,0.667,0.456,0.338,0.739,47.9,25.0,13.5,10.1,6.4,3.4,111.6,108.4,0.546,0.479,0.466,0.324,0.779,45.0,24.3,13.6,6.2,5.1,-2.1,109.1,111.1,0.562,1,2022-01-29,2021-22,0.7,0.4,1596.1231136758704,1439.170208433365,1602.35320854973,1432.940113559505
707,707,New Orleans Pelicans,Boston Celtics,22100745,97,107,0.375,0.439,0.332,0.787,46.5,25.1,14.5,7.7,4.1,-4.4,107.6,111.6,0.541,0.5,0.446,0.34,0.822,46.9,23.2,14.3,7.4,5.9,2.8,109.1,106.4,0.556,0,2022-01-29,2021-22,0.5,0.6,1464.3267236847798,1547.862056966865,1455.0059967387333,1557.182783912912
708,708,Atlanta Hawks,Los Angeles Lakers,22100751,129,121,0.479,0.464,0.375,0.804,45.1,24.4,12.5,6.9,4.6,0.3,113.3,112.8,0.573,0.48,0.463,0.347,0.74,43.7,23.4,14.5,8.0,5.5,-1.4,108.3,109.9,0.56,1,2022-01-30,2021-22,0.6,0.3,1504.8884682199664,1466.7306987817756,1511.0645028323788,1460.5546641693631
709,709,Minnesota Timberwolves,Utah Jazz,22100757,126,106,0.49,0.442,0.34,0.76,44.5,24.0,14.7,8.7,5.8,0.6,110.1,109.4,0.551,0.6,0.471,0.364,0.778,46.8,22.4,14.5,7.1,4.9,6.3,115.5,109.2,0.591,1,2022-01-30,2021-22,0.5,0.2,1532.988051816125,1552.1369160039842,1547.2525443577083,1537.872423462401
710,710,Charlotte Hornets,LA Clippers,22100752,90,115,0.56,0.465,0.369,0.737,43.4,26.7,12.8,8.5,5.0,0.4,112.9,112.5,0.568,0.49,0.448,0.358,0.789,44.2,23.3,14.5,7.6,4.5,-1.1,106.6,107.7,0.553,0,2022-01-30,2021-22,0.7,0.5,1533.6868925434326,1458.7529935615407,1505.2957916077555,1487.1440944972176
711,711,Milwaukee Bucks,Denver Nuggets,22100756,100,136,0.608,0.454,0.36,0.782,46.9,22.9,13.9,7.8,4.3,3.7,111.5,107.9,0.568,0.563,0.469,0.348,0.782,44.3,27.4,14.4,7.4,3.8,1.5,110.7,109.4,0.572,0,2022-01-30,2021-22,0.5,0.7,1565.9883363526246,1533.6046949372626,1533.051193947082,1566.5418373428054
712,712,Orlando Magic,Dallas Mavericks,22100755,110,108,0.2,0.43,0.327,0.782,44.0,22.9,14.9,6.9,4.9,-8.1,103.4,111.5,0.533,0.58,0.452,0.332,0.768,45.6,24.8,12.9,7.2,4.2,2.9,109.8,106.8,0.556,1,2022-01-30,2021-22,0.3,0.7,1353.6731690017014,1593.120727065402,1362.3674594222498,1584.4264366448535
713,713,Phoenix Suns,San Antonio Spurs,22100758,115,110,0.813,0.477,0.367,0.795,46.0,26.3,13.4,8.6,4.2,8.0,112.7,104.8,0.574,0.38,0.464,0.351,0.737,45.6,27.7,12.5,7.5,5.2,0.0,110.4,110.3,0.548,1,2022-01-30,2021-22,0.9,0.4,1681.5911327920653,1470.6283881821355,1683.5945873144558,1468.6249336597452
714,714,Chicago Bulls,Portland Trail Blazers,22100753,130,116,0.625,0.475,0.375,0.808,43.2,24.3,13.4,7.4,4.6,1.6,111.8,110.2,0.576,0.429,0.45,0.361,0.769,44.2,23.1,14.1,7.7,4.8,-3.6,110.1,114.0,0.564,1,2022-01-30,2021-22,0.3,0.6,1496.0987480296649,1437.3218094456142,1504.0583210569885,1429.3622364182906
715,715,Detroit Pistons,Cleveland Cavaliers,22100754,115,105,0.229,0.42,0.319,0.778,42.5,22.3,14.8,8.1,4.9,-9.7,102.4,112.0,0.524,0.612,0.467,0.351,0.758,46.5,26.2,15.5,7.4,4.4,5.1,110.1,105.0,0.568,1,2022-01-30,2021-22,0.3,0.8,1354.9230230742482,1617.0276474896775,1374.6830240685117,1597.2676464954145
716,716,Philadelphia 76ers,Memphis Grizzlies,22100761,122,119,0.612,0.463,0.355,0.81,43.6,23.7,12.9,8.1,5.8,2.4,111.2,108.5,0.569,0.673,0.456,0.34,0.74,48.2,25.0,13.5,10.1,6.5,3.8,111.8,108.3,0.546,1,2022-01-31,2021-22,0.7,0.7,1571.7436637354776,1602.35320854973,1576.8439318589371,1597.2529404262705
717,717,New York Knicks,Sacramento Kings,22100763,116,96,0.46,0.436,0.357,0.746,47.4,22.1,14.1,7.1,5.1,-1.0,108.1,109.5,0.546,0.353,0.452,0.344,0.757,44.0,22.9,13.9,7.1,4.6,-5.2,109.1,114.2,0.552,1,2022-01-31,2021-22,0.4,0.2,1463.262414634995,1357.5552472734028,1471.352315639812,1349.4653462685858
718,718,Boston Celtics,Miami Heat,22100762,122,92,0.51,0.447,0.34,0.82,46.9,23.3,14.3,7.3,5.9,2.9,109.1,106.3,0.557,0.64,0.46,0.377,0.811,46.1,26.6,15.3,7.6,3.4,4.7,112.3,107.6,0.576,1,2022-01-31,2021-22,0.6,0.7,1557.182783912912,1586.2925778496533,1577.01011909763,1566.4652426649352
